split,qid,n_images,total_visual_tokens,per_image_tokens
test,4496,1,20,20
test,4497,1,108,108
test,4498,1,192,192
test,4499,1,16,16
test,4500,1,192,192
test,4501,1,108,108
test,4502,0,0,
test,4503,1,16,16
test,4504,0,0,
test,4505,1,108,108
test,4506,1,192,192
test,4507,1,646,646
test,4508,1,192,192
test,4509,1,144,144
test,4510,1,16,16
test,4511,1,16,16
test,4512,1,192,192
test,4513,0,0,
test,4514,1,208,208
test,4515,1,192,192
test,4516,0,0,
test,4517,1,16,16
test,4518,1,108,108
test,4519,0,0,
test,4520,1,144,144
test,4521,1,108,108
test,4522,1,240,240
test,4523,1,108,108
test,4524,1,16,16
test,4525,1,16,16
test,4526,1,108,108
test,4527,1,108,108
test,4528,1,595,595
test,4529,1,168,168
test,4530,1,289,289
test,4531,1,16,16
test,4532,0,0,
test,4533,1,16,16
test,4534,1,16,16
test,4535,1,16,16
test,4536,1,140,140
test,4537,1,525,525
test,4538,1,224,224
test,4539,0,0,
test,4540,0,0,
test,4541,1,740,740
test,4542,1,192,192
test,4543,1,120,120
test,4544,0,0,
test,4545,1,1445,1445
test,4546,1,30,30
test,4547,1,1425,1425
test,4548,1,120,120
test,4549,1,192,192
test,4550,1,132,132
test,4551,1,231,231
test,4552,1,192,192
test,4553,1,272,272
test,4554,1,120,120
test,4555,1,192,192
test,4556,1,16,16
test,4557,1,192,192
test,4558,1,108,108
test,4559,1,192,192
test,4560,1,16,16
test,4561,1,16,16
test,4562,1,208,208
test,4563,1,16,16
test,4564,1,192,192
test,4565,1,16,16
test,4566,1,256,256
test,4567,1,525,525
test,4568,1,16,16
test,4569,1,16,16
test,4570,1,208,208
test,4571,1,16,16
test,4572,0,0,
test,4573,1,256,256
test,4574,1,192,192
test,4575,1,16,16
test,4576,1,16,16
test,4577,1,16,16
test,4578,1,510,510
test,4579,1,36,36
test,4580,1,192,192
test,4581,1,16,16
test,4582,1,266,266
test,4583,1,16,16
test,4584,1,256,256
test,4585,1,792,792
test,4586,0,0,
test,4587,1,672,672
test,4588,1,529,529
test,4589,1,486,486
test,4590,1,108,108
test,4591,0,0,
test,4592,1,192,192
test,4593,1,304,304
test,4594,0,0,
test,4595,1,16,16
test,4596,1,176,176
test,4597,1,144,144
test,4598,1,16,16
test,4599,1,108,108
test,4600,1,192,192
test,4601,0,0,
test,4602,1,108,108
test,4603,1,120,120
test,4604,1,272,272
test,4605,1,224,224
test,4606,1,120,120
test,4607,1,360,360
test,4608,1,576,576
test,4609,1,16,16
test,4610,1,108,108
test,4611,0,0,
test,4612,1,108,108
test,4613,1,144,144
test,4614,0,0,
test,4615,1,16,16
test,4616,1,910,910
test,4617,1,192,192
test,4618,1,665,665
test,4619,1,16,16
test,4620,1,16,16
test,4621,1,144,144
test,4622,0,0,
test,4623,1,192,192
test,4624,1,16,16
test,4625,1,112,112
test,4626,1,192,192
test,4627,1,16,16
test,4628,1,16,16
test,4629,1,16,16
test,4630,1,16,16
test,4631,1,1156,1156
test,4632,1,16,16
test,4633,1,192,192
test,4634,1,108,108
test,4635,1,16,16
test,4636,0,0,
test,4637,1,192,192
test,4638,1,16,16
test,4639,1,96,96
test,4640,1,160,160
test,4641,1,108,108
test,4642,1,192,192
test,4643,1,400,400
test,4644,1,400,400
test,4645,1,120,120
test,4646,1,208,208
test,4647,1,192,192
test,4648,1,16,16
test,4649,1,90,90
test,4650,1,108,108
test,4651,1,120,120
test,4652,1,108,108
test,4653,1,256,256
test,4654,1,609,609
test,4655,1,8,8
test,4656,1,16,16
test,4657,1,280,280
test,4658,1,180,180
test,4659,1,16,16
test,4660,1,266,266
test,4661,1,144,144
test,4662,1,208,208
test,4663,1,256,256
test,4664,1,660,660
test,4665,1,16,16
test,4666,1,132,132
test,4667,1,132,132
test,4668,1,16,16
test,4669,1,192,192
test,4670,1,208,208
test,4671,1,192,192
test,4672,1,540,540
test,4673,1,400,400
test,4674,1,16,16
test,4675,1,16,16
test,4676,1,128,128
test,4677,1,108,108
test,4678,1,16,16
test,4679,1,132,132
test,4680,1,1406,1406
test,4681,1,16,16
test,4682,1,16,16
test,4683,1,680,680
test,4684,1,192,192
test,4685,1,108,108
test,4686,1,24,24
test,4687,1,192,192
test,4688,1,16,16
test,4689,1,192,192
test,4690,1,108,108
test,4691,1,525,525
test,4692,1,120,120
test,4693,1,192,192
test,4694,1,120,120
test,4695,1,16,16
test,4696,1,24,24
test,4697,1,208,208
test,4698,1,16,16
test,4699,1,16,16
test,4700,1,144,144
test,4701,1,16,16
test,4702,0,0,
test,4703,1,24,24
test,4704,1,16,16
test,4705,0,0,
test,4706,1,132,132
test,4707,1,224,224
test,4708,1,16,16
test,4709,1,144,144
test,4710,0,0,
test,4711,1,280,280
test,4712,1,144,144
test,4713,1,16,16
test,4714,1,528,528
test,4715,1,1122,1122
test,4716,1,144,144
test,4717,1,108,108
test,4718,1,16,16
test,4719,1,256,256
test,4720,1,16,16
test,4721,1,108,108
test,4722,1,192,192
test,4723,1,20,20
test,4724,1,108,108
test,4725,1,324,324
test,4726,0,0,
test,4727,1,120,120
test,4728,1,16,16
test,4729,1,16,16
test,4730,0,0,
test,4731,1,525,525
test,4732,1,108,108
test,4733,1,192,192
test,4734,1,400,400
test,4735,1,16,16
test,4736,1,49,49
test,4737,1,78,78
test,4738,1,704,704
test,4739,1,96,96
test,4740,1,72,72
test,4741,1,192,192
test,4742,1,16,16
test,4743,1,16,16
test,4744,1,192,192
test,4745,1,224,224
test,4746,1,210,210
test,4747,1,192,192
test,4748,1,324,324
test,4749,1,192,192
test,4750,1,792,792
test,4751,1,192,192
test,4752,1,16,16
test,4753,1,304,304
test,4754,1,192,192
test,4755,1,266,266
test,4756,1,192,192
test,4757,1,16,16
test,4758,1,16,16
test,4759,1,16,16
test,4760,1,96,96
test,4761,1,15,15
test,4762,1,108,108
test,4763,1,192,192
test,4764,1,90,90
test,4765,1,16,16
test,4766,1,16,16
test,4767,1,42,42
test,4768,1,630,630
test,4769,0,0,
test,4770,0,0,
test,4771,1,525,525
test,4772,1,221,221
test,4773,1,144,144
test,4774,1,400,400
test,4775,1,16,16
test,4776,1,280,280
test,4777,1,1452,1452
test,4778,1,108,108
test,4779,1,16,16
test,4780,1,192,192
test,4781,4,368,144|80|80|64
test,4782,1,108,108
test,4783,1,120,120
test,4784,1,112,112
test,4785,1,81,81
test,4786,1,16,16
test,4787,1,16,16
test,4788,1,16,16
test,4789,0,0,
test,4790,0,0,
test,4791,1,525,525
test,4792,1,304,304
test,4793,1,16,16
test,4794,1,280,280
test,4795,1,16,16
test,4796,1,16,16
test,4797,1,240,240
test,4798,1,16,16
test,4799,1,16,16
test,4800,1,192,192
test,4801,1,108,108
test,4802,1,192,192
test,4803,0,0,
test,4804,1,560,560
test,4805,1,192,192
test,4806,1,42,42
test,4807,1,192,192
test,4808,1,49,49
test,4809,1,120,120
test,4810,1,289,289
test,4811,1,16,16
test,4812,1,108,108
test,4813,1,16,16
test,4814,1,16,16
test,4815,1,735,735
test,4816,1,16,16
test,4817,1,16,16
test,4818,1,240,240
test,4819,1,16,16
test,4820,1,525,525
test,4821,1,468,468
test,4822,1,192,192
test,4823,1,20,20
test,4824,1,16,16
test,4825,1,108,108
test,4826,1,108,108
test,4827,1,525,525
test,4828,1,192,192
test,4829,1,16,16
test,4830,1,16,16
test,4831,1,16,16
test,4832,1,224,224
test,4833,1,192,192
test,4834,1,16,16
test,4835,1,192,192
test,4836,1,192,192
test,4837,1,108,108
test,4838,0,0,
test,4839,1,16,16
test,4840,1,144,144
test,4841,1,595,595
test,4842,1,108,108
test,4843,1,108,108
test,4844,1,16,16
test,4845,1,192,192
test,4846,1,192,192
test,4847,1,192,192
test,4848,1,16,16
test,4849,1,16,16
test,4850,1,108,108
test,4851,1,1357,1357
test,4852,1,525,525
test,4853,1,16,16
test,4854,5,210,42|42|42|42|42
test,4855,1,16,16
test,4856,1,192,192
test,4857,1,306,306
test,4858,1,192,192
test,4859,0,0,
test,4860,1,16,16
test,4861,1,108,108
test,4862,1,128,128
test,4863,1,108,108
test,4864,1,80,80
test,4865,1,208,208
test,4866,1,208,208
test,4867,1,112,112
test,4868,1,144,144
test,4869,1,231,231
test,4870,1,304,304
test,4871,1,192,192
test,4872,1,108,108
test,4873,1,144,144
test,4874,1,192,192
test,4875,0,0,
test,4876,1,16,16
test,4877,1,208,208
test,4878,1,132,132
test,4879,1,192,192
test,4880,1,16,16
test,4881,1,144,144
test,4882,1,525,525
test,4883,1,120,120
test,4884,1,1404,1404
test,4885,0,0,
test,4886,1,16,16
test,4887,1,132,132
test,4888,1,1440,1440
test,4889,1,108,108
test,4890,1,16,16
test,4891,1,160,160
test,4892,1,16,16
test,4893,1,16,16
test,4894,1,16,16
test,4895,1,42,42
test,4896,1,84,84
test,4897,1,16,16
test,4898,1,525,525
test,4899,1,120,120
test,4900,1,560,560
test,4901,1,192,192
test,4902,1,16,16
test,4903,1,16,16
test,4904,1,16,16
test,4905,1,665,665
test,4906,1,192,192
test,4907,0,0,
test,4908,1,108,108
test,4909,1,384,384
test,4910,1,714,714
test,4911,1,16,16
test,4912,1,16,16
test,4913,1,1056,1056
test,4914,1,108,108
test,4915,1,192,192
test,4916,1,16,16
test,4917,1,16,16
test,4918,1,192,192
test,4919,1,208,208
test,4920,1,16,16
test,4921,1,462,462
test,4922,1,108,108
test,4923,1,16,16
test,4924,1,192,192
test,4925,0,0,
test,4926,1,1440,1440
test,4927,1,1435,1435
test,4928,1,192,192
test,4929,1,16,16
test,4930,1,120,120
test,4931,1,132,132
test,4932,1,192,192
test,4933,1,120,120
test,4934,1,192,192
test,4935,1,189,189
test,4936,1,16,16
test,4937,1,192,192
test,4938,1,192,192
test,4939,1,192,192
test,4940,1,192,192
test,4941,1,16,16
test,4942,1,16,16
test,4943,1,49,49
test,4944,1,72,72
test,4945,1,108,108
test,4946,1,16,16
test,4947,1,240,240
test,4948,1,1420,1420
test,4949,1,16,16
test,4950,1,464,464
test,4951,1,1392,1392
test,4952,1,16,16
test,4953,1,192,192
test,4954,1,525,525
test,4955,1,108,108
test,4956,1,108,108
test,4957,1,224,224
test,4958,1,12,12
test,4959,1,16,16
test,4960,1,192,192
test,4961,1,108,108
test,4962,1,16,16
test,4963,1,128,128
test,4964,1,192,192
test,4965,1,368,368
test,4966,1,16,16
test,4967,1,132,132
test,4968,1,264,264
test,4969,1,16,16
test,4970,1,208,208
test,4971,1,120,120
test,4972,1,858,858
test,4973,1,120,120
test,4974,1,192,192
test,4975,1,16,16
test,4976,1,40,40
test,4977,1,108,108
test,4978,1,280,280
test,4979,1,595,595
test,4980,1,72,72
test,4981,1,108,108
test,4982,0,0,
test,4983,1,192,192
test,4984,1,192,192
test,4985,1,630,630
test,4986,1,120,120
test,4987,1,144,144
test,4988,0,0,
test,4989,1,72,72
test,4990,1,16,16
test,4991,1,192,192
test,4992,1,192,192
test,4993,1,132,132
test,4994,1,40,40
test,4995,1,12,12
test,4996,1,609,609
test,4997,0,0,
test,4998,1,630,630
test,4999,1,240,240
test,5000,1,16,16
test,5001,1,120,120
test,5002,1,16,16
test,5003,1,720,720
test,5004,1,16,16
test,5005,1,208,208
test,5006,1,120,120
test,5007,1,108,108
test,5008,1,16,16
test,5009,1,300,300
test,5010,1,108,108
test,5011,1,304,304
test,5012,1,192,192
test,5013,1,192,192
test,5014,1,192,192
test,5015,1,80,80
test,5016,1,299,299
test,5017,1,192,192
test,5018,1,128,128
test,5019,1,396,396
test,5020,1,16,16
test,5021,1,400,400
test,5022,1,144,144
test,5023,1,165,165
test,5024,1,16,16
test,5025,1,16,16
test,5026,1,20,20
test,5027,1,192,192
test,5028,1,240,240
test,5029,1,108,108
test,5030,1,108,108
test,5031,1,16,16
test,5032,1,176,176
test,5033,1,360,360
test,5034,1,192,192
test,5035,1,108,108
test,5036,1,63,63
test,5037,1,525,525
test,5038,1,108,108
test,5039,1,16,16
test,5040,1,224,224
test,5041,1,16,16
test,5042,1,192,192
test,5043,1,16,16
test,5044,1,108,108
test,5045,1,1156,1156
test,5046,1,12,12
test,5047,1,1456,1456
test,5048,1,368,368
test,5049,1,192,192
test,5050,1,192,192
test,5051,0,0,
test,5052,1,96,96
test,5053,1,16,16
test,5054,1,120,120
test,5055,1,132,132
test,5056,1,608,608
test,5057,1,16,16
test,5058,1,648,648
test,5059,1,16,16
test,5060,1,30,30
test,5061,1,16,16
test,5062,1,630,630
test,5063,1,30,30
test,5064,1,144,144
test,5065,1,16,16
test,5066,0,0,
test,5067,1,208,208
test,5068,0,0,
test,5069,1,16,16
test,5070,1,16,16
test,5071,1,16,16
test,5072,1,16,16
test,5073,1,240,240
test,5074,1,208,208
test,5075,1,108,108
test,5076,1,850,850
test,5077,1,576,576
test,5078,0,0,
test,5079,1,108,108
test,5080,1,192,192
test,5081,1,16,16
test,5082,1,128,128
test,5083,1,525,525
test,5084,1,192,192
test,5085,1,672,672
test,5086,1,525,525
test,5087,1,630,630
test,5088,1,192,192
test,5089,1,1420,1420
test,5090,1,16,16
test,5091,1,240,240
test,5092,1,192,192
test,5093,1,192,192
test,5094,1,525,525
test,5095,1,120,120
test,5096,1,108,108
test,5097,0,0,
test,5098,1,108,108
test,5099,1,16,16
test,5100,1,192,192
test,5101,1,16,16
test,5102,1,192,192
test,5103,1,16,16
test,5104,0,0,
test,5105,1,304,304
test,5106,1,748,748
test,5107,1,16,16
test,5108,1,16,16
test,5109,1,108,108
test,5110,1,96,96
test,5111,1,16,16
test,5112,1,546,546
test,5113,1,16,16
test,5114,1,108,108
test,5115,1,144,144
test,5116,1,108,108
test,5117,1,192,192
test,5118,1,1247,1247
test,5119,1,16,16
test,5120,1,108,108
test,5121,1,16,16
test,5122,1,192,192
test,5123,1,63,63
test,5124,1,1404,1404
test,5125,1,96,96
test,5126,1,108,108
test,5127,1,16,16
test,5128,1,224,224
test,5129,1,208,208
test,5130,1,16,16
test,5131,1,108,108
test,5132,1,1440,1440
test,5133,1,240,240
test,5134,1,192,192
test,5135,2,972,486|486
test,5136,1,192,192
test,5137,1,360,360
test,5138,1,16,16
test,5139,1,192,192
test,5140,1,1444,1444
test,5141,1,108,108
test,5142,1,108,108
test,5143,1,120,120
test,5144,1,108,108
test,5145,1,144,144
test,5146,1,16,16
test,5147,1,16,16
test,5148,1,108,108
test,5149,1,54,54
test,5150,1,16,16
test,5151,1,132,132
test,5152,1,108,108
test,5153,1,16,16
test,5154,1,1440,1440
test,5155,1,264,264
test,5156,1,741,741
test,5157,1,1456,1456
test,5158,2,400,208|192
test,5159,1,132,132
test,5160,1,396,396
test,5161,0,0,
test,5162,1,70,70
test,5163,1,192,192
test,5164,1,20,20
test,5165,1,132,132
test,5166,1,108,108
test,5167,1,144,144
test,5168,1,16,16
test,5169,1,108,108
test,5170,1,16,16
test,5171,1,144,144
test,5172,1,16,16
test,5173,1,16,16
test,5174,1,558,558
test,5175,1,598,598
test,5176,1,120,120
test,5177,1,192,192
test,5178,1,16,16
test,5179,1,192,192
test,5180,0,0,
test,5181,4,512,96|112|160|144
test,5182,1,16,16
test,5183,1,192,192
test,5184,1,144,144
test,5185,1,208,208
test,5186,1,16,16
test,5187,1,40,40
test,5188,1,40,40
test,5189,1,16,16
test,5190,1,117,117
test,5191,1,1386,1386
test,5192,1,16,16
test,5193,1,192,192
test,5194,1,108,108
test,5195,0,0,
test,5196,1,1404,1404
test,5197,1,189,189
test,5198,1,192,192
test,5199,1,192,192
test,5200,1,16,16
test,5201,1,1404,1404
test,5202,1,16,16
test,5203,1,120,120
test,5204,1,16,16
test,5205,1,16,16
test,5206,1,525,525
test,5207,1,16,16
test,5208,1,96,96
test,5209,1,108,108
test,5210,1,108,108
test,5211,1,16,16
test,5212,4,784,192|192|160|240
test,5213,1,16,16
test,5214,1,108,108
test,5215,1,256,256
test,5216,1,280,280
test,5217,1,70,70
test,5218,1,16,16
test,5219,1,16,16
test,5220,1,108,108
test,5221,1,16,16
test,5222,1,108,108
test,5223,1,16,16
test,5224,1,210,210
test,5225,1,120,120
test,5226,1,16,16
test,5227,1,132,132
test,5228,1,16,16
test,5229,1,16,16
test,5230,1,192,192
test,5231,1,192,192
test,5232,1,16,16
test,5233,1,16,16
test,5234,1,525,525
test,5235,1,16,16
test,5236,1,120,120
test,5237,1,132,132
test,5238,1,1356,1356
test,5239,1,16,16
test,5240,1,132,132
test,5241,0,0,
test,5242,1,120,120
test,5243,1,108,108
test,5244,1,108,108
test,5245,1,256,256
test,5246,1,16,16
test,5247,1,16,16
test,5248,1,192,192
test,5249,1,192,192
test,5250,1,120,120
test,5251,1,16,16
test,5252,1,16,16
test,5253,1,176,176
test,5254,1,108,108
test,5255,1,221,221
test,5256,0,0,
test,5257,1,240,240
test,5258,1,192,192
test,5259,1,16,16
test,5260,1,16,16
test,5261,1,1452,1452
test,5262,1,16,16
test,5263,1,16,16
test,5264,1,256,256
test,5265,1,132,132
test,5266,1,15,15
test,5267,1,16,16
test,5268,1,192,192
test,5269,0,0,
test,5270,1,108,108
test,5271,1,12,12
test,5272,1,16,16
test,5273,1,252,252
test,5274,1,144,144
test,5275,1,16,16
test,5276,1,224,224
test,5277,0,0,
test,5278,1,532,532
test,5279,1,192,192
test,5280,1,16,16
test,5281,1,16,16
test,5282,1,16,16
test,5283,1,16,16
test,5284,1,224,224
test,5285,1,240,240
test,5286,1,304,304
test,5287,1,192,192
test,5288,1,16,16
test,5289,1,16,16
test,5290,1,108,108
test,5291,1,558,558
test,5292,1,330,330
test,5293,1,304,304
test,5294,1,16,16
test,5295,1,192,192
test,5296,1,208,208
test,5297,1,16,16
test,5298,5,695,24|559|32|40|40
test,5299,1,16,16
test,5300,1,192,192
test,5301,1,192,192
test,5302,1,16,16
test,5303,1,16,16
test,5304,1,16,16
test,5305,1,16,16
test,5306,1,108,108
test,5307,1,770,770
test,5308,1,432,432
test,5309,1,238,238
test,5310,1,108,108
test,5311,1,132,132
test,5312,1,108,108
test,5313,1,16,16
test,5314,1,16,16
test,5315,1,16,16
test,5316,1,16,16
test,5317,1,989,989
test,5318,1,256,256
test,5319,1,108,108
test,5320,1,117,117
test,5321,1,192,192
test,5322,1,16,16
test,5323,1,374,374
test,5324,1,224,224
test,5325,1,108,108
test,5326,1,560,560
test,5327,1,208,208
test,5328,1,49,49
test,5329,1,16,16
test,5330,1,192,192
test,5331,1,120,120
test,5332,1,16,16
test,5333,1,1400,1400
test,5334,1,192,192
test,5335,1,192,192
test,5336,1,108,108
test,5337,1,192,192
test,5338,1,192,192
test,5339,1,16,16
test,5340,1,16,16
test,5341,1,16,16
test,5342,1,108,108
test,5343,1,192,192
test,5344,1,16,16
test,5345,1,16,16
test,5346,1,525,525
test,5347,0,0,
test,5348,1,266,266
test,5349,1,20,20
test,5350,1,160,160
test,5351,1,108,108
test,5352,2,400,160|240
test,5353,1,108,108
test,5354,1,160,160
test,5355,1,16,16
test,5356,1,1008,1008
test,5357,1,120,120
test,5358,1,192,192
test,5359,1,16,16
test,5360,0,0,
test,5361,1,108,108
test,5362,1,16,16
test,5363,1,16,16
test,5364,1,304,304
test,5365,1,192,192
test,5366,1,969,969
test,5367,0,0,
test,5368,1,108,108
test,5369,0,0,
test,5370,1,352,352
test,5371,1,108,108
test,5372,1,80,80
test,5373,1,16,16
test,5374,1,16,16
test,5375,1,120,120
test,5376,1,144,144
test,5377,1,609,609
test,5378,1,208,208
test,5379,1,96,96
test,5380,1,525,525
test,5381,1,360,360
test,5382,1,160,160
test,5383,1,16,16
test,5384,1,16,16
test,5385,1,189,189
test,5386,0,0,
test,5387,1,779,779
test,5388,1,1435,1435
test,5389,1,120,120
test,5390,1,525,525
test,5391,1,16,16
test,5392,1,40,40
test,5393,0,0,
test,5394,0,0,
test,5395,1,16,16
test,5396,1,16,16
test,5397,1,192,192
test,5398,1,665,665
test,5399,1,242,242
test,5400,1,280,280
test,5401,1,16,16
test,5402,1,49,49
test,5403,0,0,
test,5404,1,256,256
test,5405,1,525,525
test,5406,1,16,16
test,5407,1,16,16
test,5408,1,192,192
test,5409,1,16,16
test,5410,1,192,192
test,5411,1,16,16
test,5412,1,192,192
test,5413,1,266,266
test,5414,1,192,192
test,5415,1,16,16
test,5416,1,16,16
test,5417,1,192,192
test,5418,0,0,
test,5419,1,16,16
test,5420,1,16,16
test,5421,1,192,192
test,5422,1,108,108
test,5423,1,120,120
test,5424,1,208,208
test,5425,1,20,20
test,5426,1,42,42
test,5427,1,16,16
test,5428,1,108,108
test,5429,1,108,108
test,5430,1,120,120
test,5431,1,910,910
test,5432,0,0,
test,5433,1,256,256
test,5434,1,15,15
test,5435,1,192,192
test,5436,1,108,108
test,5437,1,850,850
test,5438,0,0,
test,5439,1,16,16
test,5440,1,16,16
test,5441,1,192,192
test,5442,1,144,144
test,5443,1,16,16
test,5444,1,108,108
test,5445,1,108,108
test,5446,1,558,558
test,5447,1,54,54
test,5448,1,16,16
test,5449,1,16,16
test,5450,1,108,108
test,5451,1,324,324
test,5452,1,1440,1440
test,5453,1,1444,1444
test,5454,1,286,286
test,5455,1,304,304
test,5456,1,108,108
test,5457,1,16,16
test,5458,1,120,120
test,5459,1,132,132
test,5460,1,192,192
test,5461,1,16,16
test,5462,1,1428,1428
test,5463,1,77,77
